state_name,state,state_fips,year,Population,Employment,Unemployment,Unemploymentrate,MarginallyFoodInsecure,FoodInsecure,VeryLowFoodSecure,GrossStateProduct,Numberoflowincomeuninsuredc,PercentLowIncomeUnisuredChil,Personalincome,Workerscompensation,AFDCTANFRecipients,AFDCTANFCaseloads,FoodStampSNAPRecipients,FoodStampSNAPCaseloads,AFDCTANFBenefitfor2Personf,AFDCTANFBenefitfor3personf,AFDCTANFbenefitfor4personf,FSSNAPBenefitfor1personfam,FSSNAPBenefitfor2personfam,FSSNAPBenefitfor3personfam,FSSNAPBenefitfor4personfam,AFDCTANF_FS2PersonBenefit,AFDCTANF_FS3PersonBenefit,AFDCTANF_FS4PersonBenefit,ChildonlyAFDCTANFcases,SSIFederal,SSIState,TotalSSI,SSI_FSBenefit,NumberofPoorthousands,PovertyRate,GovernorisDemocrat1Yes,NumberinLowerHouseDemocrat,NumberinLowerHouseRepublican,FractionofStateHousethatis,NumberinUpperHouseDemocrat,NumberinUpperHouseRepublican,FractionofStateSenatethatis,EITCPhaseInRateNoDependents,EITCPhaseInRate1Dependent,EITCPhaseInRate2Dependents,EITCPhaseInRate3Dependents,EITCMaximumCreditNoDependent,EITCMaximumCredit1Dependent,EITCMaximumCredit2Dependents,EITCMaximumCredit3Dependents,EITCPhaseOutRateNoDependent,EITCPhaseOutRate1Dependent,EITCPhaseOutRate2Dependents,EITCPhaseOutRate3Dependents,StateEITCRate,WisconsinEITCRate2Dependents,WisconsinEITCRate3Dependents,RefundableStateEITC1Yes,FederalMinimumWage,StateMinimumWage,SSIrecipients,SSIrecipientsAged,SSIrecipientsBlind,SSIrecipientsDisabled,Medicaidbeneficiaries,WICparticipation,NSLPFreeParticipation,NSLPReducedParticipation,NSLPTotalParticipation,SBPFreeParticipation,SBPReducedParticipation,SBPTotalParticipation,BW
MA,22,25,1981,5768685,2751193,190449,6.5,,,,77833,,,68493400,30666,344343,124103,436982.7,165766,314,379,445,70,128,183,233,408,508,605,,265,137,402,411,518,8.9,1,128,31,.8050314465408805,32,7,.8205128205128205,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MI,23,26,1981,9209287,3768194,534679,12.4,,,,114676,,,101254200,102464,758616,246942,941783.9,386055.4,357,432,508,70,128,183,233,438,545,649,,265,24,289,332,1184,13,0,64,46,.5818181818181818,24,14,.631578947368421,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MN,24,27,1981,4111728,1998992,123146,5.8,,,,55404,,,46547600,28955,148957,54649,201612.5,80063.59,344,417,486,70,128,183,233,429,535,633,,265,34,299,339,438,10.9,0,70,64,.5223880597014925,45,22,.6716417910447762,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.1,,,,,,,,,,,,,
MS,25,28,1981,2539036,969271,90050,8.5,,,,24023,,,20331600,8941,176255,60139,514362.3,163992.3,60,96,120,70,128,183,233,188,279,353,,265,0,265,316,618,25.7,1,115,4,.9663865546218487,48,4,.9230769230769231,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MO,26,29,1981,4932064,2144518,177443,7.6,,,,57763,,,51516600,13719,214533,73529,378447.8,138576.6,199,248,290,70,128,183,233,327,417,496,,265,0,265,316,634,13.2,0,111,52,.6809815950920245,23,10,.696969696969697,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MT,27,30,1981,795328,358686,26352,6.8,,,,10201,,,8194299.999999999,29404,20428,7292,47040.92,17410.25,193,259,331,70,128,183,233,321,424,525,,265,0,265,316,107,13.1,1,43,57,.43,21,29,.42,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.5,,,,,,,,,,,,,
NE,28,31,1981,1578515,742310,32876,4.2,,,,20863,,,17140500,2845,38716,14011,74612.59,27990.08,270,335,400,70,128,183,233,377,478,573,,265,93,358,381,221,14,0,,,,,,,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NV,29,32,1981,847655,429828,33347,7.2,,,,13203,,,11011800,126028,14211,5252,37366.17,15607.08,211,262,314,70,128,183,233,336,426,513,,265,46,311,348,93,10.5,0,26,14,.65,15,5,.75,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.75,,,,,,,,,,,,,
NH,30,33,1981,936621,452885,24596,5.2,,,,10480,,,10517000,4323,23598,8686,54265.75,22046.92,292,346,392,70,128,183,233,392,485,567,,265,24,289,332,70,7.6,1,160,238,.4020100502512563,10,13,.4347826086956522,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NJ,31,34,1981,7407472,3337050,268052,7.4,,,,98755,,,97264600,60698,469279,154017,608345.1,220685.7,273,360,414,70,128,183,233,379,495,583,,265,25,290,333,736,10,1,43,37,.5375,27,13,.675,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NM,32,35,1981,1332748,536024,42138,7.3,,,,18511,,,12799900,11706,55670,19548,182922,60951.17,178,220,267,70,128,183,233,306,397,480,,265,0,265,316,243,18.6,1,41,29,.5857142857142857,22,20,.5238095238095238,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NY,33,36,1981,17567734,7412890,609893,7.6,,,,261840,,,215680600,323733,1108387,369258,1851050,752950.3,401,477,563,70,128,183,233,469,577,687,,265,63,328,360,2516,14.4,1,86,63,.5771812080536913,25,35,.4166666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NC,34,37,1981,5956653,2722639,189329,6.5,,,,65869,,,55496700,11553,200561,80221,604965.7,212684.7,167,192,210,70,128,183,233,295,375,440,,265,0,265,316,1016,17.5,1,95,24,.7983193277310925,40,10,.8,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.9,,,,,,,,,,,,,
ND,35,38,1981,659505,294628,14938,4.8,,,,9954,,,6899400,20947,13293,4937,29221.33,10169.67,259,334,408,70,128,183,233,369,477,579,,265,0,265,316,89,14.2,0,27,73,.27,10,40,.2,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
OH,36,39,1981,10788330,4624361,481475,9.4,,,,132782,,,116652400,516716,589728,205157,976452.8,380323.8,216,263,327,70,128,183,233,339,427,522,,265,0,265,316,1369,12.7,0,54,45,.5454545454545454,15,18,.4545454545454545,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
OK,37,40,1981,3096164,1386295,52315,3.6,,,,45430,,,34204100,69762,90549,31121,206097.4,82211.41,218,282,349,70,128,183,233,341,440,537,,265,79,344,371,413,13.8,1,73,28,.7227722772277227,37,11,.7708333333333334,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.1,,,,,,,,,,,,,
OR,38,41,1981,2667982,1202242,130426,9.800000000000001,,,,31590,,,29169600,136081,92346,34989,232078.1,97490.84,286,339,409,70,128,183,233,388,480,579,,265,12,277,324,331,12.3,0,33,27,.55,22,8,.7333333333333333,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.1,,,,,,,,,,,,,
PA,39,42,1981,11858567,5019066,459309,8.4,,,,138573,,,131482100,83651,643323,220974,1071429,462074.1,262,318,381,70,128,183,233,371,466,560,,265,32,297,338,1367,11.6,0,100,103,.4926108374384237,23,25,.4791666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
RI,40,44,1981,953013,438978,36943,7.8,,,,10729,,,10463800,7905,54693,19058,88207.75,36800.92,368,453,518,70,128,183,233,446,560,656,,265,46,311,348,109,11.7,1,82,18,.82,43,7,.86,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.1,,,,,,,,,,,,,
SC,41,45,1981,3179255,1323937,117019,8.1,,,,31048,,,28120400,14870,156617,58074,443400.8,151821,99,129,158,70,128,183,233,227,312,391,,265,0,265,316,615,18.4,1,107,17,.8629032258064516,41,5,.8913043478260869,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
SD,42,46,1981,689584,317807,16578,5,,,,7661,,,6651800,1844,18639,6918,45641.25,15759.33,280,321,361,70,128,183,233,384,468,546,,265,15,280,326,132,19.5,0,21,49,.3,10,25,.2857142857142857,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.3,,,,,,,,,,,,,
TN,43,47,1981,4627658,1920257,188815,9,,,,50265,,,42383300,27470,173697,66094,676935,256607.7,97,122,148,70,128,183,233,225,305,381,,265,0,265,316,943,20.9,0,57,39,.59375,20,12,.625,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
TX,44,48,1981,14746318,6686969,374501,5.3,,,,245235,,,168292400,64843,325113,108203,1226009,383120.6,86,116,140,70,128,183,233,214,299,373,,265,0,265,316,2258,15.4,0,114,35,.7651006711409396,23,7,.7666666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
UT,45,49,1981,1515471,604666,42414,6.6,,,,17320,,,13892700,39289,42242,13648,65205.42,22648.08,269,348,415,70,128,183,233,376,487,584,,265,10,275,323,185,12.2,1,17,58,.2266666666666667,7,22,.2413793103448276,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.75,,,,,,,,,,,,,
VT,46,50,1981,515594,242633,14948,5.8,,,,5436,,,5069100,570,24681,8338,48324.25,19418,410,492,552,70,128,183,233,475,587,679,,265,44,309,346,66,12.3,0,64,86,.4266666666666667,14,16,.4666666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
VA,47,51,1981,5444097,2450737,156817,6,,,,66179,,,63698200,27896,174634,64893,432148.8,162089,203,258,305,70,128,183,233,330,424,507,,265,0,265,316,662,12.6,0,66,33,.6666666666666666,31,9,.775,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
WA,48,53,1981,4235731,1806668,190781,9.6,,,,58918,,,51391300,272114,154916,57125,270981.8,162089.6,361,440,515,70,128,183,233,441,551,654,,265,38,303,342,471,11.3,0,42,56,.4285714285714285,24,25,.4897959183673469,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
WV,49,54,1981,1954124,703240,83046,10.6,,,,19837,,,17051200,133519,80623,28569,252417.1,114367.5,164,206,249,70,128,183,233,292,387,467,,265,0,265,316,398,19.9,1,78,22,.78,27,7,.7941176470588235,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.75,,,,,,,,,,,,,
WI,50,55,1981,4726343,2188204,190599,8,,,,57494,,,51613400,7124,240691,87815,268972.5,81749.84,377,444,529,70,128,183,233,452,554,663,,265,100,365,386,384,8.1,0,59,39,.6020408163265306,19,14,.5757575757575758,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.25,,,,,,,,,,,,,
WY,51,56,1981,491712,239862,10132,4.1,,,,12703,,,6299800,37733,7003,2744,14881.33,5702,280,315,340,70,128,183,233,384,464,531,,265,20,285,330,43,8.9,1,23,39,.3709677419354839,11,19,.3666666666666666,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,1.6,,,,,,,,,,,,,
AL,1,1,1982,3925266,1474143,242181,14.1,,,,41778,,,36396100,29751,156038,55481,601393.2,206467.3,89,118,148,70,128,183,233,217,301,381,,284,0,284,329,849,21.6,1,100,4,.96,35,0,1,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
AK,2,2,1982,449606,191699,21107,9.9,,,,23461,,,8733400,7152,12820,5435,29561.25,10088.08,400,571,634,108,197,293,359,581,796,906,,284,261,545,593,46,10.6,0,22,16,.58,10,10,.5,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.85,,,,,,,,,,,,,
AZ,3,4,1982,2889861,1206118,135649,10.1,,,,35794,,,32197400,72889,61862,22151,215451,72527.5,156,202,244,70,128,183,233,284,384,464,,284,0,284,329,408,14.8,1,17,43,.2833333333333333,14,16,.4666666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
AR,4,5,1982,2294257,922554,101552,9.9,,,,23527,,,20702300,17398,67612,23748,301559.8,103906.4,101,122,142,70,128,183,233,229,305,375,,284,0,284,329,527,23.8,0,93,7,.93,34,1,.9714285714285714,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.8,,,,,,,,,,,,,
CA,5,6,1982,24820009,10942811,1209561,10,,,,393788,,,342342500,403245,1522398,514800,1651198,594237.5,408,506,601,70,128,183,233,474,597,714,,284,167,451,446,3475,14.1,1,48,32,.6,23,17,.575,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
CO,6,8,1982,3061564,1478789,117152,7.3,,,,47654,,,40505900,144500,75842,26373,166240.4,62637.5,247,313,379,70,128,183,233,361,462,558,,284,57,341,369,387,12.6,1,26,39,.4,13,22,.3714285714285714,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,1.9,,,,,,,,,,,,,
CT,7,9,1982,3139013,1498489,110315,6.9,,,,50196,,,46701300,19581,127475,44153,166018.3,63916,402,498,581,70,128,183,233,469,592,700,,284,164,448,444,254,8.1,1,83,68,.5496688741721855,22,13,.6285714285714286,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.37,,,,,,,,,,,,,
DE,8,10,1982,599148,269723,24668,8.4,,,,9498,,,7634100,2919,28081,10030,91430.66,38044.58,197,266,312,70,128,183,233,325,429,511,,284,0,284,329,70,11.5,0,16,25,.3902439024390244,12,9,.5714285714285714,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2,,,,,,,,,,,,,
DC,9,11,1982,634174,275427,32112,10.4,,,,22958,,,9694100,10367,71049,26054,51230.5,19651.17,225,286,349,70,128,183,233,346,443,537,,284,15,299,339,117,19.3,.,,,,,,,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
FL,10,12,1982,10471407,4330894,398564,8.4,,,,122282,,,125053400,76579,259793,95715,860861,334596.4,150,195,230,70,128,183,233,278,378,454,,284,0,284,329,1601,15.2,1,81,39,.675,27,13,.675,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
GA,11,13,1982,5649792,2448223,207672,7.8,,,,68451,,,57866800,28248,230505,85794,628681.2,214864.4,153,183,216,70,128,183,233,281,366,444,,284,0,284,329,1074,19.6,1,156,23,.8715083798882681,51,5,.9107142857142857,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,1.25,,,,,,,,,,,,,
HI,12,15,1982,993780,429816,28962,6.3,,,,15740,,,13166200,11527,56135,18217,96672.41,37009.83,390,468,546,95,175,250,318,534,663,786,,284,15,299,390,132,13.2,1,39,12,.7647058823529411,17,8,.68,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
ID,13,16,1982,973721,398783,43973,9.9,,,,10689,,,9699600,13860,17479,6515,69826.75,24123,245,305,345,70,128,183,233,360,457,535,,284,63,347,373,151,15.6,1,14,56,.2,12,23,.3428571428571429,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
IL,14,17,1982,11423412,4976383,637866,11.4,,,,164267,,,147011700,21135,711699,227349,1028831,396338.3,250,302,368,70,128,183,233,363,454,551,,284,28,312,348,1512,13.4,0,86,91,.4858757062146893,30,29,.5084745762711864,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.3,,,,,,,,,,,,,
IN,15,18,1982,5467922,2288032,311359,12,,,,64982,,,58429300,15675,156620,53894,423086.8,141555.7,195,255,315,70,128,183,233,323,422,514,,284,0,284,329,683,12.6,0,35,63,.3571428571428572,15,35,.3,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
IA,16,19,1982,2888189,1303292,121091,8.5,,,,37289,,,32544400,4142,90624,33151,177644.4,67954.75,292,360,419,70,128,183,233,392,495,586,,284,0,284,329,371,13.4,0,42,58,.42,21,29,.42,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
KS,17,20,1982,2401202,1118684,74884,6.3,,,,33491,,,29326800,10764,63775,22622,119126.6,46717.67,197,353,399,70,128,183,233,325,490,572,,284,0,284,329,247,10.4,1,53,72,.424,16,24,.4,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
KY,18,21,1982,3683445,1501527,181559,10.8,,,,42184,,,35402000,73694,148430,55558,524325.3,171452.5,162,188,235,70,128,183,233,290,371,458,,284,0,284,329,587,16.2,1,75,24,.7575757575757576,29,9,.7631578947368421,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.15,,,,,,,,,,,,,
LA,19,22,1982,4352608,1675507,192064,10.3,,,,78067,,,46379700,11929,192202,63089,527742.4,180760.1,125,173,213,70,128,183,233,253,356,442,,284,0,284,329,976,22.7,0,95,10,.9047619047619048,39,0,1,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
ME,20,23,1982,1136684,475163,43421,8.4,,,,12115,,,11581000,4562,49557,17557,128545.8,50286,223,301,378,70,128,183,233,344,454,558,,284,10,294,336,156,13.7,1,84,67,.5562913907284768,16,17,.4848484848484849,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MD,21,24,1982,4282923,1994763,180215,8.300000000000001,,,,56339,,,58610600,59331,197019,71376,321470.1,130933.3,211,270,326,70,128,183,233,336,432,521,,284,0,284,329,516,12.3,1,125,15,.8928571428571429,40,7,.851063829787234,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MA,22,25,1982,5771222,2756493,230644,7.7,,,,83777,,,75098500,27862,285999,104169,431973.4,181402.9,314,379,445,70,128,183,233,408,508,605,,284,137,421,425,590,10.3,1,128,31,.8050314465408805,32,7,.8205128205128205,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MI,23,26,1982,9115198,3627584,659554,15.4,,,,115166,,,104816500,221332,727195,231830,980970.7,391544.3,364,436,506,70,128,183,233,443,548,647,,284,24,308,346,1481,16.2,0,64,46,.5818181818181818,24,14,.631578947368421,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MN,24,27,1982,4131450,1983510,170390,7.9,,,,57472,,,49867500,29781,133824,46697,209131.7,78664.91,368,446,520,70,128,183,233,446,555,657,,284,35,319,353,546,13.3,0,70,64,.5223880597014925,44,23,.6567164179104478,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MS,25,28,1982,2556777,946018,117535,11.1,,,,24614,,,21465400,10848,151088,52015,495731.6,157416.5,60,96,120,70,128,183,233,188,279,353,,284,0,284,329,562,22.9,1,115,4,.9663865546218487,48,4,.9230769230769231,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MO,26,29,1982,4929451,2111744,214634,9.199999999999999,,,,60699,,,55083500,14999,182434,64524,381412.6,136133.1,199,248,290,70,128,183,233,327,417,496,,284,0,284,329,699,14.6,0,111,52,.6809815950920245,23,10,.696969696969697,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
MT,27,30,1982,803986,355711,33098,8.5,,,,10206,,,8635600,33642,16092,5816,49663.83,17908.33,234,278,356,70,128,183,233,352,438,542,,284,0,284,329,134,17,1,43,57,.43,21,29,.42,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.75,,,,,,,,,,,,,
NE,28,31,1982,1581780,740657,44182,5.6,,,,21265,,,18420700,3362,37196,13208,79305.41,28857.67,280,350,420,70,128,183,233,384,488,587,,284,85,369,388,216,13.6,0,,,,,,,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NV,29,32,1982,881537,434454,47643,9.9,,,,13885,,,11762100,121102,12974,4717,32283,13609.67,194,241,288,70,128,183,233,322,412,495,,284,47,331,362,70,7.8,0,26,14,.65,15,5,.75,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.75,,,,,,,,,,,,,
NH,30,33,1982,947719,454002,33034,6.8,,,,11407,,,11579700,5695,20102,7328,47987.42,19580.33,278,326,372,70,128,183,233,383,471,553,,284,24,308,346,97,10.3,1,160,238,.4020100502512563,10,13,.4347826086956522,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NJ,31,34,1982,7430968,3309981,316765,8.699999999999999,,,,105759,,,105090400,61846,412105,136239,551822,203576.5,273,360,414,70,128,183,233,379,495,583,,284,27,311,348,896,12.2,0,43,37,.5375,22,18,.55,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NM,32,35,1982,1363823,540397,54855,9.199999999999999,,,,19242,,,14023100,12008,50569,18224,168038.5,54110.17,189,233,281,70,128,183,233,317,406,490,,284,0,284,329,303,22.4,1,41,29,.5857142857142857,22,20,.5238095238095238,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NY,33,36,1982,17589738,7303295,675669,8.5,,,,282227,,,234418000,333164,1075205,353930,1816451,739310.8,356,424,515,70,128,183,233,437,540,654,,284,63,347,373,2607,14.8,1,86,63,.5771812080536913,25,35,.4166666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
NC,34,37,1982,6019101,2665668,269998,9.199999999999999,,,,68971,,,59420100,15767,173434,69538,575568.4,200795.4,167,192,210,70,128,183,233,295,375,440,,284,0,284,329,1201,20.3,1,95,24,.7983193277310925,40,10,.8,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.1,,,,,,,,,,,,,
ND,35,38,1982,668972,298343,17542,5.6,,,,9954,,,7453200,24423,10839,3970,29466.75,10100.42,270,334,408,70,128,183,233,377,477,579,,284,0,284,329,85,12.9,0,27,73,.27,10,40,.2,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
OH,36,39,1982,10757087,4475830,651027,12.7,,,,134636,,,122081500,647345,587283,197864,1014530,388685,216,263,327,70,128,183,233,339,427,522,,284,0,284,329,1366,12.8,0,54,45,.5454545454545454,15,18,.4545454545454545,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
OK,37,40,1982,3206123,1404210,89908,6,,,,49317,,,38175800,70627,70358,24008,191040.6,76879.34,218,282,349,70,128,183,233,341,440,537,,284,79,363,384,478,15.4,1,73,28,.7227722772277227,37,11,.7708333333333334,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.1,,,,,,,,,,,,,
OR,38,41,1982,2664922,1175780,153453,11.5,,,,31594,,,30006200,195891,77196,28684,249580,99438.09,286,339,409,70,128,183,233,388,480,579,,284,12,296,337,354,13.9,0,33,27,.55,22,8,.7333333333333333,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.1,,,,,,,,,,,,,
PA,39,42,1982,11845146,4879737,612633,11.2,,,,142077,,,140474100,91169,601488,203343,1058107,443454.9,273,332,395,70,128,183,233,379,475,570,,284,32,316,351,1572,13.5,0,100,103,.4926108374384237,23,25,.4791666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
RI,40,44,1982,954170,429805,46140,9.699999999999999,,,,11420,,,11271000,8174,49323,17319,81488.59,33909.5,298,367,420,70,128,183,233,397,500,587,,284,50,334,364,125,13.3,1,82,18,.82,43,7,.86,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
SC,41,45,1982,3207614,1314318,164050,11.1,,,,32353,,,29894400,24052,139871,52022,431887,145142.9,99,129,157,70,128,183,233,227,312,390,,284,0,284,329,701,21.2,1,107,17,.8629032258064516,41,5,.8913043478260869,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
SD,42,46,1982,690597,313682,18136,5.5,,,,7709,,,7010200,2299,16347,5856,47643.83,15813.67,280,321,361,70,128,183,233,384,468,546,,284,15,299,339,114,16.8,0,21,49,.3,10,25,.2857142857142857,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,2.8,,,,,,,,,,,,,
TN,43,47,1982,4646041,1882724,250144,11.7,,,,52045,,,45046200,36119,146579,55783,648467.2,237363.9,97,122,148,70,128,183,233,225,305,381,,284,0,284,329,1106,23.6,0,57,39,.59375,20,12,.625,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
TX,44,48,1982,15331415,6867966,508537,6.9,,,,260085,,,185542600,57879,285204,93860,1154919,362542.1,85,118,141,70,128,183,233,213,301,374,,284,0,284,329,2450,16.2,0,114,35,.7651006711409396,23,7,.7666666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
UT,45,49,1982,1558314,618270,55171,8.199999999999999,,,,18365,,,15066900,46242,35442,11950,69935.25,24111.42,269,348,415,70,128,183,233,376,487,584,,284,10,294,336,229,14.5,1,17,58,.2266666666666667,7,22,.2413793103448276,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
VT,46,50,1982,519109,244873,18350,7,,,,5755,,,5502300,923,22231,7547,48096.08,18933.25,423,506,566,70,128,183,233,484,597,689,,284,47,331,362,67,12.9,0,64,86,.4266666666666667,14,16,.4666666666666667,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
VA,47,51,1982,5492783,2453767,197486,7.4,,,,71465,,,68854800,30506,158823,59265,427245.3,156922.2,257,310,360,70,128,183,233,368,460,545,,284,0,284,329,668,12.5,1,66,33,.6666666666666666,31,9,.775,0,.1,.1,.1,0,500,500,500,0,.125,.125,.125,0,,,0,3.35,3.35,,,,,,,,,,,,,
